content,fake,processed_text,stemmer,sentiment_score,emotions,emotion_2
the coronavirus isn t new because lysol has it listed as one of the viruses it kills ,1,"['coronavirus', 'new', 'lysol', 'listed', 'one', 'viruses', 'kills']","['coronaviru', 'new', 'lysol', 'list', 'one', 'virus', 'kill']",-0.6908,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the coronavirus was called a plague by the who 2 9 million were infected and 950 680 died ,1,"['coronavirus', 'called', 'plague', '2', '9', 'million', 'infected', '950', '680', 'died']","['coronaviru', 'call', 'plagu', '2', '9', 'million', 'infect', '950', '680', 'die']",-0.5994,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.25, 'joy': 0.0}",neutral
 cocaine kills coronavirus scientists are shocked to discover that this drug can fight the virus ,1,"['cocaine', 'kills', 'coronavirus', 'scientists', 'shocked', 'discover', 'drug', 'fight', 'virus']","['cocain', 'kill', 'coronaviru', 'scientist', 'shock', 'discov', 'drug', 'fight', 'viru']",-1.4544,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.16666666666666666, 'disgust': 0.0, 'joy': 0.0}",surprise
coronavirus hits a 15 fatality rate ,1,"['coronavirus', 'hits', '15', 'fatality', 'rate']","['coronaviru', 'hit', '15', 'fatal', 'rate']",-0.5423,"{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",neutral
 clorox bottle claimed it could kill the 2019 coronavirus before it was developed ,1,"['clorox', 'bottle', 'claimed', 'could', 'kill', '2019', 'coronavirus', 'developed']","['clorox', 'bottl', 'claim', 'could', 'kill', '2019', 'coronaviru', 'develop']",-0.6908,"{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",neutral
 bill and melinda gates foundation others predicted up to 65 million deaths via coronavirus in simulation ran 3 months ago ,1,"['bill', 'melinda', 'gates', 'foundation', 'others', 'predicted', '65', 'million', 'deaths', 'via', 'coronavirus', 'simulation', 'ran', '3', 'months', 'ago']","['bill', 'melinda', 'gate', 'foundat', 'other', 'predict', '65', 'million', 'death', 'via', 'coronaviru', 'simul', 'ran', '3', 'month', 'ago']",-0.5994,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
10 000 people have died in wuhan china ,1,"['10', '000', 'people', 'died', 'wuhan', 'china']","['10', '000', 'peopl', 'die', 'wuhan', 'china']",-0.5994,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",sadness
china stole coronavirus from canada and weaponized it into a bioweapon ,1,"['china', 'stole', 'coronavirus', 'canada', 'weaponized', 'bioweapon']","['china', 'stole', 'coronaviru', 'canada', 'weapon', 'bioweapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the chinese communist party will finally admit that the real source of the coronavirus is from a lab in wuhan linked to its covert biological weapon programs ,1,"['chinese', 'communist', 'party', 'finally', 'admit', 'real', 'source', 'coronavirus', 'lab', 'wuhan', 'linked', 'covert', 'biological', 'weapon', 'programs']","['chines', 'communist', 'parti', 'final', 'admit', 'real', 'sourc', 'coronaviru', 'lab', 'wuhan', 'link', 'covert', 'biolog', 'weapon', 'program']",-0.0936999999999999,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.2222222222222222, 'surprise': 0.1111111111111111, 'positive': 0.2222222222222222, 'negative': 0.1111111111111111, 'sadness': 0.0, 'disgust': 0.1111111111111111, 'joy': 0.1111111111111111, 'anticipation': 0.1111111111111111}",realization
 in resident evil the umbrella corporation releases a virus that infects the people of raccoon city a biological research lab with the exact same logo as the umbrella corporation can be found in the city where the coronavirus outbreak originated ,1,"['resident', 'evil', 'umbrella', 'corporation', 'releases', 'virus', 'infects', 'people', 'raccoon', 'city', 'biological', 'research', 'lab', 'exact', 'logo', 'umbrella', 'corporation', 'found', 'city', 'coronavirus', 'outbreak', 'originated']","['resid', 'evil', 'umbrella', 'corpor', 'releas', 'viru', 'infect', 'peopl', 'raccoon', 'citi', 'biolog', 'research', 'lab', 'exact', 'logo', 'umbrella', 'corpor', 'found', 'citi', 'coronaviru', 'outbreak', 'origin']",-0.6597,"{'fear': 0.07142857142857142, 'anger': 0.07142857142857142, 'anticip': 0.0, 'trust': 0.21428571428571427, 'surprise': 0.0, 'positive': 0.2857142857142857, 'negative': 0.14285714285714285, 'sadness': 0.07142857142857142, 'disgust': 0.07142857142857142, 'joy': 0.07142857142857142}",neutral
authorities have identified that the international chemical warfare terrorist samuel whitcomb hyde is behind the deadly china coronavirus ,1,"['authorities', 'identified', 'international', 'chemical', 'warfare', 'terrorist', 'samuel', 'whitcomb', 'hyde', 'behind', 'deadly', 'china', 'coronavirus']","['author', 'identifi', 'intern', 'chemic', 'warfar', 'terrorist', 'samuel', 'whitcomb', 'hyde', 'behind', 'deadli', 'china', 'coronaviru']",-0.6908,"{'fear': 0.2, 'anger': 0.2, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.06666666666666667, 'positive': 0.0, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.13333333333333333, 'joy': 0.0}",neutral
a tabletop exercise using a model of the current outbreak predicted 65 million people could die from the coronavirus ,1,"['tabletop', 'exercise', 'using', 'model', 'current', 'outbreak', 'predicted', '65', 'million', 'people', 'could', 'die', 'coronavirus']","['tabletop', 'exercis', 'use', 'model', 'current', 'outbreak', 'predict', '65', 'million', 'peopl', 'could', 'die', 'coronaviru']",-0.5994,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.25, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0}",neutral
that the china centered coronavirus had infected 2 8 million people and killed 112 000 ,1,"['china', 'centered', 'coronavirus', 'infected', '2', '8', 'million', 'people', 'killed', '112', '000']","['china', 'center', 'coronaviru', 'infect', '2', '8', 'million', 'peopl', 'kill', '112', '000']",-0.6908,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
elisa granato the first volunteer in the first europe human trial of a covid 19 vaccine has died ,1,"['elisa', 'granato', 'first', 'volunteer', 'first', 'europe', 'human', 'trial', 'covid', '19', 'vaccine', 'died']","['elisa', 'granato', 'first', 'volunt', 'first', 'europ', 'human', 'trial', 'covid', '19', 'vaccin', 'die']",-0.5994,"{'fear': 0.16666666666666666, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.16666666666666666, 'anticipation': 0.16666666666666666}",neutral
trey gowdy said i m not saying covid 19 isn t real but pay attention folks there s much more going on here than what meets the eye ,1,"['trey', 'gowdy', 'said', 'saying', 'covid', '19', 'real', 'pay', 'attention', 'folks', 'much', 'going', 'meets', 'eye']","['trey', 'gowdi', 'said', 'say', 'covid', '19', 'real', 'pay', 'attent', 'folk', 'much', 'go', 'meet', 'eye']",-0.1027,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.2857142857142857, 'surprise': 0.0, 'positive': 0.42857142857142855, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.14285714285714285, 'anticipation': 0.14285714285714285}",caring
a pentagon study found that people who get the flu vaccine are 36 more likely to get covid 19 ,1,"['pentagon', 'study', 'found', 'people', 'get', 'flu', 'vaccine', '36', 'likely', 'get', 'covid', '19']","['pentagon', 'studi', 'found', 'peopl', 'get', 'flu', 'vaccin', '36', 'like', 'get', 'covid', '19']",-0.0205999999999999,"{'fear': 0.14285714285714285, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.0, 'positive': 0.42857142857142855, 'negative': 0.14285714285714285, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.14285714285714285}",neutral
a test on video with a gas detector shows that face masks result in dangerous oxygen levels for the wearer ,1,"['test', 'video', 'gas', 'detector', 'shows', 'face', 'masks', 'result', 'dangerous', 'oxygen', 'levels', 'wearer']","['test', 'video', 'ga', 'detector', 'show', 'face', 'mask', 'result', 'danger', 'oxygen', 'level', 'wearer']",-0.5267,"{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.3333333333333333}",neutral
meme shows florida surgeon general saying everyone should stop wearing masks as they have now been found to be harmful to your health ,1,"['meme', 'shows', 'florida', 'surgeon', 'general', 'saying', 'everyone', 'stop', 'wearing', 'masks', 'found', 'harmful', 'health']","['meme', 'show', 'florida', 'surgeon', 'gener', 'say', 'everyon', 'stop', 'wear', 'mask', 'found', 'harm', 'health']",-0.8383,"{'fear': 0.1, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.2, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.1, 'sadness': 0.1, 'disgust': 0.1, 'joy': 0.1}",caring
if you are licensed to carry a concealed weapon wearing a face covering for coronavirus removes your conceal carry ability ,1,"['licensed', 'carry', 'concealed', 'weapon', 'wearing', 'face', 'covering', 'coronavirus', 'removes', 'conceal', 'carry', 'ability']","['licens', 'carri', 'conceal', 'weapon', 'wear', 'face', 'cover', 'coronaviru', 'remov', 'conceal', 'carri', 'abil']",-0.296,"{'fear': 0.14285714285714285, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.14285714285714285, 'negative': 0.2857142857142857, 'sadness': 0.14285714285714285, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.14285714285714285}",neutral
claim that rep alexandria ocasio cortez tweeted that u s governors should extend covid 19 restrictions on businesses until after the november elections ,1,"['claim', 'rep', 'alexandria', 'ocasio', 'cortez', 'tweeted', 'u', 'governors', 'extend', 'covid', '19', 'restrictions', 'businesses', 'november', 'elections']","['claim', 'rep', 'alexandria', 'ocasio', 'cortez', 'tweet', 'u', 'governor', 'extend', 'covid', '19', 'restrict', 'busi', 'novemb', 'elect']",-0.2038999999999999,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a short portion of an interview given by discredited researcher judy mikovits in which she claims that a vaccine for covid 19 will be deadly warns against immunization and advocates for a five year moratorium to test all vaccines has been watched tens of thousands of times on youtube and facebook ,1,"['short', 'portion', 'interview', 'given', 'discredited', 'researcher', 'judy', 'mikovits', 'claims', 'vaccine', 'covid', '19', 'deadly', 'warns', 'immunization', 'advocates', 'five', 'year', 'moratorium', 'test', 'vaccines', 'watched', 'tens', 'thousands', 'times', 'youtube', 'facebook']","['short', 'portion', 'interview', 'given', 'discredit', 'research', 'judi', 'mikovit', 'claim', 'vaccin', 'covid', '19', 'deadli', 'warn', 'immun', 'advoc', 'five', 'year', 'moratorium', 'test', 'vaccin', 'watch', 'ten', 'thousand', 'time', 'youtub', 'facebook']",-0.1027,"{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.0, 'positive': 0.14285714285714285, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0}",neutral
bill gates who has led harmful vaccination campaigns in developing countries now plans to use covid 19 vaccines to surveil the population ,1,"['bill', 'gates', 'led', 'harmful', 'vaccination', 'campaigns', 'developing', 'countries', 'plans', 'use', 'covid', '19', 'vaccines', 'surveil', 'population']","['bill', 'gate', 'led', 'harm', 'vaccin', 'campaign', 'develop', 'countri', 'plan', 'use', 'covid', '19', 'vaccin', 'surveil', 'popul']",-0.5423,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.16666666666666666, 'negative': 0.16666666666666666, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",neutral
 if we stopped testing right now we d have very few cases if any ,1,"['stopped', 'testing', 'right', 'cases']","['stop', 'test', 'right', 'case']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 free horses 52 thoroughbred horses need homes will go to sugarcreek this sat for slaughter gentleman died due to covid 19 and his son wants nothing to do with them ,1,"['free', 'horses', '52', 'thoroughbred', 'horses', 'need', 'homes', 'go', 'sugarcreek', 'sat', 'slaughter', 'gentleman', 'died', 'due', 'covid', '19', 'son', 'wants', 'nothing']","['free', 'hors', '52', 'thoroughbr', 'hors', 'need', 'home', 'go', 'sugarcreek', 'sat', 'slaughter', 'gentleman', 'die', 'due', 'covid', '19', 'son', 'want', 'noth']",-0.0115999999999999,"{'fear': 0.1111111111111111, 'anger': 0.1111111111111111, 'anticip': 0.0, 'trust': 0.1111111111111111, 'surprise': 0.1111111111111111, 'positive': 0.2222222222222222, 'negative': 0.1111111111111111, 'sadness': 0.1111111111111111, 'disgust': 0.1111111111111111, 'joy': 0.0}",neutral
 george floyd s murder filmed before covid 19 ,1,"['george', 'floyd', 'murder', 'filmed', 'covid', '19']","['georg', 'floyd', 'murder', 'film', 'covid', '19']",-0.6908,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.16666666666666666, 'positive': 0.0, 'negative': 0.16666666666666666, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",neutral
 corona virus claims a black belt chuck norris dead at 80 ,1,"['corona', 'virus', 'claims', 'black', 'belt', 'chuck', 'norris', 'dead', '80']","['corona', 'viru', 'claim', 'black', 'belt', 'chuck', 'norri', 'dead', '80']",-0.6486,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.16666666666666666, 'disgust': 0.0, 'joy': 0.0}",neutral
a facebook post shared more than 25000 times says face masks should only be worn by medical professionals or people who have become ill during the coronavirus pandemic ,1,"['facebook', 'post', 'shared', '25000', 'times', 'says', 'face', 'masks', 'worn', 'medical', 'professionals', 'people', 'become', 'ill', 'coronavirus', 'pandemic']","['facebook', 'post', 'share', '25000', 'time', 'say', 'face', 'mask', 'worn', 'medic', 'profession', 'peopl', 'becom', 'ill', 'coronaviru', 'pandem']",-0.4215,"{'fear': 0.21428571428571427, 'anger': 0.07142857142857142, 'anticip': 0.0, 'trust': 0.07142857142857142, 'surprise': 0.0, 'positive': 0.07142857142857142, 'negative': 0.21428571428571427, 'sadness': 0.21428571428571427, 'disgust': 0.07142857142857142, 'joy': 0.0, 'anticipation': 0.07142857142857142}",neutral
claim that sarah huckabee sanders tweeted it s odd that the antifa insurgency happened just as covid 19 loses steam it s odd that covid 19 happened the moment impeachment failed it s odd that impeachment happened the moment russian hoax failed the russian hoax happened because hillary lost notice the pattern ,1,"['claim', 'sarah', 'huckabee', 'sanders', 'tweeted', 'odd', 'antifa', 'insurgency', 'happened', 'covid', '19', 'loses', 'steam', 'odd', 'covid', '19', 'happened', 'moment', 'impeachment', 'failed', 'odd', 'impeachment', 'happened', 'moment', 'russian', 'hoax', 'failed', 'russian', 'hoax', 'happened', 'hillary', 'lost', 'notice', 'pattern']","['claim', 'sarah', 'huckabe', 'sander', 'tweet', 'odd', 'antifa', 'insurg', 'happen', 'covid', '19', 'lose', 'steam', 'odd', 'covid', '19', 'happen', 'moment', 'impeach', 'fail', 'odd', 'impeach', 'happen', 'moment', 'russian', 'hoax', 'fail', 'russian', 'hoax', 'happen', 'hillari', 'lost', 'notic', 'pattern']",-3.3057000000000003,"{'fear': 0.0, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.35714285714285715, 'sadness': 0.21428571428571427, 'disgust': 0.14285714285714285, 'joy': 0.0}",neutral
 the cdc just confirmed a 0 2 death rate for covid19 ,1,"['cdc', 'confirmed', '0', '2', 'death', 'rate', 'covid19']","['cdc', 'confirm', '0', '2', 'death', 'rate', 'covid19']",-0.5994,"{'fear': 0.1111111111111111, 'anger': 0.1111111111111111, 'anticip': 0.0, 'trust': 0.1111111111111111, 'surprise': 0.1111111111111111, 'positive': 0.1111111111111111, 'negative': 0.1111111111111111, 'sadness': 0.1111111111111111, 'disgust': 0.1111111111111111, 'joy': 0.0, 'anticipation': 0.1111111111111111}",neutral
wearing masks for the coronavirus decreases oxygen intake increases toxin inhalation shuts down immune system increases virus risk scientifically inaccurate effectiveness not studied ,1,"['wearing', 'masks', 'coronavirus', 'decreases', 'oxygen', 'intake', 'increases', 'toxin', 'inhalation', 'shuts', 'immune', 'system', 'increases', 'virus', 'risk', 'scientifically', 'inaccurate', 'effectiveness', 'studied']","['wear', 'mask', 'coronaviru', 'decreas', 'oxygen', 'intak', 'increas', 'toxin', 'inhal', 'shut', 'immun', 'system', 'increas', 'viru', 'risk', 'scientif', 'inaccur', 'effect', 'studi']",-0.2732,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.125, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.125}",neutral
 n95 masks block few if any covid 19 particles due to their size ,1,"['n95', 'masks', 'block', 'covid', '19', 'particles', 'due', 'size']","['n95', 'mask', 'block', 'covid', '19', 'particl', 'due', 'size']",-0.4404,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a meme shared thousands of times on facebook claims people can suffer from reduced oxygen to their blood and brain possibly leading to death if they wear a disposable mask for too long ,1,"['meme', 'shared', 'thousands', 'times', 'facebook', 'claims', 'people', 'suffer', 'reduced', 'oxygen', 'blood', 'brain', 'possibly', 'leading', 'death', 'wear', 'disposable', 'mask', 'long']","['meme', 'share', 'thousand', 'time', 'facebook', 'claim', 'peopl', 'suffer', 'reduc', 'oxygen', 'blood', 'brain', 'possibl', 'lead', 'death', 'wear', 'dispos', 'mask', 'long']",-0.8457000000000001,"{'fear': 0.08333333333333333, 'anger': 0.08333333333333333, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.08333333333333333, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.08333333333333333, 'disgust': 0.08333333333333333, 'joy': 0.0, 'anticipation': 0.16666666666666666}",sadness
a report drafted by a scientific panel appointed by germany s interior ministry declaring the covid 19 pandemic is a global false alarm was leaked by a former employee ,1,"['report', 'drafted', 'scientific', 'panel', 'appointed', 'germany', 'interior', 'ministry', 'declaring', 'covid', '19', 'pandemic', 'global', 'false', 'alarm', 'leaked', 'former', 'employee']","['report', 'draft', 'scientif', 'panel', 'appoint', 'germani', 'interior', 'ministri', 'declar', 'covid', '19', 'pandem', 'global', 'fals', 'alarm', 'leak', 'former', 'employe']",-0.68,"{'fear': 0.14285714285714285, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.21428571428571427, 'surprise': 0.07142857142857142, 'positive': 0.21428571428571427, 'negative': 0.14285714285714285, 'sadness': 0.07142857142857142, 'disgust': 0.07142857142857142, 'joy': 0.07142857142857142}",neutral
 according to the cdc so far this year florida has had 1762 deaths from covid 19 and 5185 from pneumonia average pneumonia deaths in florida from 2013 2018 for the same time period are 918 ,1,"['according', 'cdc', 'far', 'year', 'florida', '1762', 'deaths', 'covid', '19', '5185', 'pneumonia', 'average', 'pneumonia', 'deaths', 'florida', '2013', '2018', 'time', 'period', '918']","['accord', 'cdc', 'far', 'year', 'florida', '1762', 'death', 'covid', '19', '5185', 'pneumonia', 'averag', 'pneumonia', 'death', 'florida', '2013', '2018', 'time', 'period', '918']",-1.1988,"{'fear': 0.4, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.4, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.2}",neutral
 we re down near the low end of per capita deaths most places are at 60 deaths per 100000 we re at 29 ,1,"['near', 'low', 'end', 'per', 'capita', 'deaths', 'places', '60', 'deaths', 'per', '100000', '29']","['near', 'low', 'end', 'per', 'capita', 'death', 'place', '60', 'death', 'per', '100000', '29']",-1.472,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
an image shared on social media claims vaccines are dangerous because they contain potassium chloride the chemical used to stop the heart in lethal injections ,1,"['image', 'shared', 'social', 'media', 'claims', 'vaccines', 'dangerous', 'contain', 'potassium', 'chloride', 'chemical', 'used', 'stop', 'heart', 'lethal', 'injections']","['imag', 'share', 'social', 'media', 'claim', 'vaccin', 'danger', 'contain', 'potassium', 'chlorid', 'chemic', 'use', 'stop', 'heart', 'lethal', 'inject']",-0.5267,"{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",disapproval
people who have received flu vaccines in the past three to five years will probably test positive for covid 19 ,1,"['people', 'received', 'flu', 'vaccines', 'past', 'three', 'five', 'years', 'probably', 'test', 'positive', 'covid', '19']","['peopl', 'receiv', 'flu', 'vaccin', 'past', 'three', 'five', 'year', 'probabl', 'test', 'posit', 'covid', '19']",-0.3818,"{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
president donald trump cancelled the u s house bill on contract tracing and expelled who ,1,"['president', 'donald', 'trump', 'cancelled', 'u', 'house', 'bill', 'contract', 'tracing', 'expelled']","['presid', 'donald', 'trump', 'cancel', 'u', 'hous', 'bill', 'contract', 'trace', 'expel']",-0.6904,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.3333333333333333, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
house speaker nancy pelosi was in wuhan china six days after the impeachment hoax failed ,1,"['house', 'speaker', 'nancy', 'pelosi', 'wuhan', 'china', 'six', 'days', 'impeachment', 'hoax', 'failed']","['hous', 'speaker', 'nanci', 'pelosi', 'wuhan', 'china', 'six', 'day', 'impeach', 'hoax', 'fail']",-0.8155,"{'fear': 0.0, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.16666666666666666, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",neutral
 if you look at the one hydroxychloroquine survey the only bad survey they were giving it to people that were in very bad shape they were very old almost dead ,1,"['look', 'one', 'hydroxychloroquine', 'survey', 'bad', 'survey', 'giving', 'people', 'bad', 'shape', 'old', 'almost', 'dead']","['look', 'one', 'hydroxychloroquin', 'survey', 'bad', 'survey', 'give', 'peopl', 'bad', 'shape', 'old', 'almost', 'dead']",-1.7332,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.16666666666666666, 'negative': 0.16666666666666666, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",disapproval
 the new dane county lockdown policy has effectively killed badger football hockey and basketball for 2020 ,1,"['new', 'dane', 'county', 'lockdown', 'policy', 'effectively', 'killed', 'badger', 'football', 'hockey', 'basketball', '2020']","['new', 'dane', 'counti', 'lockdown', 'polici', 'effect', 'kill', 'badger', 'footbal', 'hockey', 'basketbal', '2020']",-0.6908,"{'fear': 0.0, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.2, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.1, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.2, 'anticipation': 0.2}",neutral
claim that president donald trump is trying to make 451 billion in medicare cuts in the middle of a deadly pandemic ,1,"['claim', 'president', 'donald', 'trump', 'trying', 'make', '451', 'billion', 'medicare', 'cuts', 'middle', 'deadly', 'pandemic']","['claim', 'presid', 'donald', 'trump', 'tri', 'make', '451', 'billion', 'medicar', 'cut', 'middl', 'deadli', 'pandem']",-0.2732,"{'fear': 0.18181818181818182, 'anger': 0.09090909090909091, 'anticip': 0.0, 'trust': 0.09090909090909091, 'surprise': 0.09090909090909091, 'positive': 0.09090909090909091, 'negative': 0.18181818181818182, 'sadness': 0.18181818181818182, 'disgust': 0.09090909090909091, 'joy': 0.0}",neutral
texas and florida have a balanced budget while california is in debt 54 billion and new york is in debt 6 1 billion ,1,"['texas', 'florida', 'balanced', 'budget', 'california', 'debt', '54', 'billion', 'new', 'york', 'debt', '6', '1', 'billion']","['texa', 'florida', 'balanc', 'budget', 'california', 'debt', '54', 'billion', 'new', 'york', 'debt', '6', '1', 'billion']",-0.7224,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.0, 'positive': 0.16666666666666666, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",neutral
uv c lamps can kill 99 99 of all bacteria viruses and mold on any surface in ten seconds yet is 100 safe for humans and pets ,1,"['uv', 'c', 'lamps', 'kill', '99', '99', 'bacteria', 'viruses', 'mold', 'surface', 'ten', 'seconds', 'yet', '100', 'safe', 'humans', 'pets']","['uv', 'c', 'lamp', 'kill', '99', '99', 'bacteria', 'virus', 'mold', 'surfac', 'ten', 'second', 'yet', '100', 'safe', 'human', 'pet']",-0.2503999999999999,"{'fear': 0.2, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.0, 'positive': 0.1, 'negative': 0.2, 'sadness': 0.2, 'disgust': 0.1, 'joy': 0.1}",approval
