content,fake,processed_text,stemmer,sentiment_score,emotions,emotion_2
claim that there is no covid 19 virus ,1,"['claim', 'covid', '19', 'virus']","['claim', 'covid', '19', 'viru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
says imposters in hazmat suits are going door to door in stockton california saying they are checking residents for fever or covid 19 but they will enter your home and physically attempt robbery ,1,"['says', 'imposters', 'hazmat', 'suits', 'going', 'door', 'door', 'stockton', 'california', 'saying', 'checking', 'residents', 'fever', 'covid', '19', 'enter', 'home', 'physically', 'attempt', 'robbery']","['say', 'impost', 'hazmat', 'suit', 'go', 'door', 'door', 'stockton', 'california', 'say', 'check', 'resid', 'fever', 'covid', '19', 'enter', 'home', 'physic', 'attempt', 'robberi']",0.0,"{'fear': 0.2857142857142857, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.14285714285714285}",neutral
walmart is closing hundreds of its stores ,1,"['walmart', 'closing', 'hundreds', 'stores']","['walmart', 'close', 'hundr', 'store']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",approval
cristiano ronaldo bought private island to escape coronavirus ,1,"['cristiano', 'ronaldo', 'bought', 'private', 'island', 'escape', 'coronavirus']","['cristiano', 'ronaldo', 'bought', 'privat', 'island', 'escap', 'coronaviru']",0.0,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.25, 'negative': 0.25, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.25}",neutral
martial law is imminent in united states ,1,"['martial', 'law', 'imminent', 'united', 'states']","['martial', 'law', 'immin', 'unit', 'state']",0.0,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.16666666666666666, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.16666666666666666}",neutral
obama family flown to private island to escape coronavirus pandemic ,1,"['obama', 'family', 'flown', 'private', 'island', 'escape', 'coronavirus', 'pandemic']","['obama', 'famili', 'flown', 'privat', 'island', 'escap', 'coronaviru', 'pandem']",0.0,"{'fear': 0.2857142857142857, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.14285714285714285, 'negative': 0.2857142857142857, 'sadness': 0.14285714285714285, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.14285714285714285}",neutral
the federal government is preparing to mobilize the national guard dispatch them across the us with military and announce a nationwide 1 week quarantine for all citizens ,1,"['federal', 'government', 'preparing', 'mobilize', 'national', 'guard', 'dispatch', 'across', 'us', 'military', 'announce', 'nationwide', '1', 'week', 'quarantine', 'citizens']","['feder', 'govern', 'prepar', 'mobil', 'nation', 'guard', 'dispatch', 'across', 'us', 'militari', 'announc', 'nationwid', '1', 'week', 'quarantin', 'citizen']",0.0,"{'fear': 0.5714285714285714, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.0, 'positive': 0.14285714285714285, 'negative': 0.14285714285714285, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
link takes viewers to application for fema assistance in the us ,1,"['link', 'takes', 'viewers', 'application', 'fema', 'assistance', 'us']","['link', 'take', 'viewer', 'applic', 'fema', 'assist', 'us']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
for coronavirus cases in the u s 38 of those hospitalized are under 35 ,1,"['coronavirus', 'cases', 'u', '38', 'hospitalized', '35']","['coronaviru', 'case', 'u', '38', 'hospit', '35']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
these at home coronavirus testing kits are real ,1,"['home', 'coronavirus', 'testing', 'kits', 'real']","['home', 'coronaviru', 'test', 'kit', 'real']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the coronavirus snuck up on us adding that it is a very unforeseen thing ,1,"['coronavirus', 'snuck', 'us', 'adding', 'unforeseen', 'thing']","['coronaviru', 'snuck', 'us', 'ad', 'unforeseen', 'thing']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 1.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",surprise
5g technology believed to have caused the coronavirus ,1,"['5g', 'technology', 'believed', 'caused', 'coronavirus']","['5g', 'technolog', 'believ', 'caus', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
2019 coronavirus can live for up to 3 hours in the air up to 4 hours on copper up to 24 hours on cardboard up to 3 days on plastic and stainless steel ,1,"['2019', 'coronavirus', 'live', '3', 'hours', 'air', '4', 'hours', 'copper', '24', 'hours', 'cardboard', '3', 'days', 'plastic', 'stainless', 'steel']","['2019', 'coronaviru', 'live', '3', 'hour', 'air', '4', 'hour', 'copper', '24', 'hour', 'cardboard', '3', 'day', 'plastic', 'stainless', 'steel']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
trump is promising to send americans checks only after checking people s social media history ,1,"['trump', 'promising', 'send', 'americans', 'checks', 'checking', 'people', 'social', 'media', 'history']","['trump', 'promis', 'send', 'american', 'check', 'check', 'peopl', 'social', 'media', 'histori']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.5, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
american fast food chain hardee s is advising truckers to walk up to drive thrus during coronavirus pandemic ,1,"['american', 'fast', 'food', 'chain', 'hardee', 'advising', 'truckers', 'walk', 'drive', 'thrus', 'coronavirus', 'pandemic']","['american', 'fast', 'food', 'chain', 'harde', 'advis', 'trucker', 'walk', 'drive', 'thru', 'coronaviru', 'pandem']",0.0,"{'fear': 0.16666666666666666, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.0, 'positive': 0.16666666666666666, 'negative': 0.16666666666666666, 'sadness': 0.16666666666666666, 'disgust': 0.0, 'joy': 0.16666666666666666}",neutral
u s government using the cover of the coronavirus pandemic to remove end to end encryption so officials would be able to listen to everyone s calls and see everyone s private messages ,1,"['u', 'government', 'using', 'cover', 'coronavirus', 'pandemic', 'remove', 'end', 'end', 'encryption', 'officials', 'would', 'able', 'listen', 'everyone', 'calls', 'see', 'everyone', 'private', 'messages']","['u', 'govern', 'use', 'cover', 'coronaviru', 'pandem', 'remov', 'end', 'end', 'encrypt', 'offici', 'would', 'abl', 'listen', 'everyon', 'call', 'see', 'everyon', 'privat', 'messag']",0.0,"{'fear': 0.23076923076923078, 'anger': 0.07692307692307693, 'anticip': 0.0, 'trust': 0.15384615384615385, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3076923076923077, 'sadness': 0.15384615384615385, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.07692307692307693}",neutral
a dog vaccine can be used against coronavirus in people ,1,"['dog', 'vaccine', 'used', 'coronavirus', 'people']","['dog', 'vaccin', 'use', 'coronaviru', 'peopl']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 while all covid 19 news has been going on the u s government has been sneakily trying to remove end to end encryption which means the government will be able to see all of your messages and listen to all of your calls ,1,"['covid', '19', 'news', 'going', 'u', 'government', 'sneakily', 'trying', 'remove', 'end', 'end', 'encryption', 'means', 'government', 'able', 'see', 'messages', 'listen', 'calls']","['covid', '19', 'news', 'go', 'u', 'govern', 'sneakili', 'tri', 'remov', 'end', 'end', 'encrypt', 'mean', 'govern', 'abl', 'see', 'messag', 'listen', 'call']",0.0,"{'fear': 0.2727272727272727, 'anger': 0.09090909090909091, 'anticip': 0.0, 'trust': 0.09090909090909091, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.36363636363636365, 'sadness': 0.09090909090909091, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.09090909090909091}",neutral
italy has mandated no treatment of all elderly patients for coronavirus ,1,"['italy', 'mandated', 'treatment', 'elderly', 'patients', 'coronavirus']","['itali', 'mandat', 'treatment', 'elderli', 'patient', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",disapproval
having a beard increases your chances of getting coronavirus ,1,"['beard', 'increases', 'chances', 'getting', 'coronavirus']","['beard', 'increas', 'chanc', 'get', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",approval
list comparing diseases with coronavirus ,1,"['list', 'comparing', 'diseases', 'coronavirus']","['list', 'compar', 'diseas', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
covid 19 is a scripted narrative to justify closed borders or force residents to remain home ,1,"['covid', '19', 'scripted', 'narrative', 'justify', 'closed', 'borders', 'force', 'residents', 'remain', 'home']","['covid', '19', 'script', 'narr', 'justifi', 'close', 'border', 'forc', 'resid', 'remain', 'home']",0.0,"{'fear': 0.3333333333333333, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
in the united states wic receivers still only get one type of food during a pandemic ,1,"['united', 'states', 'wic', 'receivers', 'still', 'get', 'one', 'type', 'food', 'pandemic']","['unit', 'state', 'wic', 'receiv', 'still', 'get', 'one', 'type', 'food', 'pandem']",0.0,"{'fear': 0.125, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.25, 'negative': 0.125, 'sadness': 0.125, 'disgust': 0.0, 'joy': 0.125}",neutral
nancy pelosi tried to secure taxpayer funds for abortion through a coronavirus bill ,1,"['nancy', 'pelosi', 'tried', 'secure', 'taxpayer', 'funds', 'abortion', 'coronavirus', 'bill']","['nanci', 'pelosi', 'tri', 'secur', 'taxpay', 'fund', 'abort', 'coronaviru', 'bill']",0.0,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.25, 'joy': 0.0}",neutral
 i ve always known this is a real this is a pandemic i ve felt it was a pandemic long before it was called a pandemic ,1,"['always', 'known', 'real', 'pandemic', 'felt', 'pandemic', 'long', 'called', 'pandemic']","['alway', 'known', 'real', 'pandem', 'felt', 'pandem', 'long', 'call', 'pandem']",0.0,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.08333333333333333, 'surprise': 0.0, 'positive': 0.08333333333333333, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.08333333333333333}",realization
president donald trump in the next 48 to 72 hours will impose a nationwide mandatory quarantine ,1,"['president', 'donald', 'trump', 'next', '48', '72', 'hours', 'impose', 'nationwide', 'mandatory', 'quarantine']","['presid', 'donald', 'trump', 'next', '48', '72', 'hour', 'impos', 'nationwid', 'mandatori', 'quarantin']",0.0,"{'fear': 0.25, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.25, 'positive': 0.25, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
tanker train marked with covid 19 on its side ,1,"['tanker', 'train', 'marked', 'covid', '19', 'side']","['tanker', 'train', 'mark', 'covid', '19', 'side']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a military humvee labeled covid 19 quarantine team was on interstate 696 in michigan ,1,"['military', 'humvee', 'labeled', 'covid', '19', 'quarantine', 'team', 'interstate', '696', 'michigan']","['militari', 'humve', 'label', 'covid', '19', 'quarantin', 'team', 'interst', '696', 'michigan']",0.0,"{'fear': 0.6666666666666666, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
gargling water with salt or vinegar eliminates the coronavirus ,1,"['gargling', 'water', 'salt', 'vinegar', 'eliminates', 'coronavirus']","['gargl', 'water', 'salt', 'vinegar', 'elimin', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
president donald trump is announcing tomorrow that the u s is going into quarantine for the next 14 days ,1,"['president', 'donald', 'trump', 'announcing', 'tomorrow', 'u', 'going', 'quarantine', 'next', '14', 'days']","['presid', 'donald', 'trump', 'announc', 'tomorrow', 'u', 'go', 'quarantin', 'next', '14', 'day']",0.0,"{'fear': 0.2, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.2, 'surprise': 0.2, 'positive': 0.2, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.2}",neutral
president donald trump will evoke sic what is called the stafford act and order a two week mandatory quarantine for the nation ,1,"['president', 'donald', 'trump', 'evoke', 'sic', 'called', 'stafford', 'act', 'order', 'two', 'week', 'mandatory', 'quarantine', 'nation']","['presid', 'donald', 'trump', 'evok', 'sic', 'call', 'stafford', 'act', 'order', 'two', 'week', 'mandatori', 'quarantin', 'nation']",0.0,"{'fear': 0.2, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.4, 'surprise': 0.2, 'positive': 0.2, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
no evidence that 5g is being forcibly installed in schools ,1,"['evidence', '5g', 'forcibly', 'installed', 'schools']","['evid', '5g', 'forcibl', 'instal', 'school']",0.0,"{'fear': 0.3333333333333333, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",disapproval
dallas student celebrating spring break collapses from coronavirus ,1,"['dallas', 'student', 'celebrating', 'spring', 'break', 'collapses', 'coronavirus']","['dalla', 'student', 'celebr', 'spring', 'break', 'collaps', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.25, 'positive': 0.25, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.25}",joy
coronavirus is the least deadly virus ,1,"['coronavirus', 'least', 'deadly', 'virus']","['coronaviru', 'least', 'deadli', 'viru']",0.0,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",neutral
walmart reducing hours of operation ,1,"['walmart', 'reducing', 'hours', 'operation']","['walmart', 'reduc', 'hour', 'oper']",0.0,"{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a meme shows an image of fully stocked shelves of toilet paper purportedly during the 2009 h1n1 outbreak above barren shelves during the ongoing covid 19 pandemic ,1,"['meme', 'shows', 'image', 'fully', 'stocked', 'shelves', 'toilet', 'paper', 'purportedly', '2009', 'h1n1', 'outbreak', 'barren', 'shelves', 'ongoing', 'covid', '19', 'pandemic']","['meme', 'show', 'imag', 'fulli', 'stock', 'shelv', 'toilet', 'paper', 'purportedli', '2009', 'h1n1', 'outbreak', 'barren', 'shelv', 'ongo', 'covid', '19', 'pandem']",0.0,"{'fear': 0.1, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.0, 'positive': 0.1, 'negative': 0.3, 'sadness': 0.2, 'disgust': 0.1, 'joy': 0.0, 'anticipation': 0.1}",neutral
 covid 19 started because we eat animals ,1,"['covid', '19', 'started', 'eat', 'animals']","['covid', '19', 'start', 'eat', 'anim']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 bill gates told us about the coronavirus in 2015 ,1,"['bill', 'gates', 'told', 'us', 'coronavirus', '2015']","['bill', 'gate', 'told', 'us', 'coronaviru', '2015']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
says that over a 45 minute period that we had the press conference on the coronavirus on march 13 2020 the stock market set an all time record ,1,"['says', '45', 'minute', 'period', 'press', 'conference', 'coronavirus', 'march', '13', '2020', 'stock', 'market', 'set', 'time', 'record']","['say', '45', 'minut', 'period', 'press', 'confer', 'coronaviru', 'march', '13', '2020', 'stock', 'market', 'set', 'time', 'record']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.5}",pride
curfew issued for bossier city due to coronavirus ,1,"['curfew', 'issued', 'bossier', 'city', 'due', 'coronavirus']","['curfew', 'issu', 'bossier', 'citi', 'due', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
coronavirus is found in crab legs ,1,"['coronavirus', 'found', 'crab', 'legs']","['coronaviru', 'found', 'crab', 'leg']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.3333333333333333}",neutral
military on streets of philadelphia preparing to invoke martial law and bring citizens to fema camps ,1,"['military', 'streets', 'philadelphia', 'preparing', 'invoke', 'martial', 'law', 'bring', 'citizens', 'fema', 'camps']","['militari', 'street', 'philadelphia', 'prepar', 'invok', 'martial', 'law', 'bring', 'citizen', 'fema', 'camp']",0.0,"{'fear': 0.25, 'anger': 0.25, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.25}",neutral
a post shows a rail freight tanker with covid 19 stamped on one side ,1,"['post', 'shows', 'rail', 'freight', 'tanker', 'covid', '19', 'stamped', 'one', 'side']","['post', 'show', 'rail', 'freight', 'tanker', 'covid', '19', 'stamp', 'one', 'side']",0.0,"{'fear': 0.0, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.3333333333333333}",neutral
says the new york times exposed the real reason behind coronavirus hype,1,"['says', 'new', 'york', 'times', 'exposed', 'real', 'reason', 'behind', 'coronavirus', 'hype']","['say', 'new', 'york', 'time', 'expos', 'real', 'reason', 'behind', 'coronaviru', 'hype']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.16666666666666666}",neutral
supermarkets are recalling coronavirus infected toilet paper ,1,"['supermarkets', 'recalling', 'coronavirus', 'infected', 'toilet', 'paper']","['supermarket', 'recal', 'coronaviru', 'infect', 'toilet', 'paper']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.5, 'joy': 0.0}",neutral
man did pass along coronavirus infection at a walmart in louisiana ,1,"['man', 'pass', 'along', 'coronavirus', 'infection', 'walmart', 'louisiana']","['man', 'pass', 'along', 'coronaviru', 'infect', 'walmart', 'louisiana']",0.0,"{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
in south florida all children and adults must remain in their homes due to coronavirus ,1,"['south', 'florida', 'children', 'adults', 'must', 'remain', 'homes', 'due', 'coronavirus']","['south', 'florida', 'children', 'adult', 'must', 'remain', 'home', 'due', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
nyc did implement a citywide quarantine ,1,"['nyc', 'implement', 'citywide', 'quarantine']","['nyc', 'implement', 'citywid', 'quarantin']",0.0,"{'fear': 1.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a misleading chart being spread on facebook erroneously dubbing the new coronavirus the least deadly virus ,1,"['misleading', 'chart', 'spread', 'facebook', 'erroneously', 'dubbing', 'new', 'coronavirus', 'least', 'deadly', 'virus']","['mislead', 'chart', 'spread', 'facebook', 'erron', 'dub', 'new', 'coronaviru', 'least', 'deadli', 'viru']",0.0,"{'fear': 0.1, 'anger': 0.2, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3, 'sadness': 0.1, 'disgust': 0.2, 'joy': 0.0}",neutral
australian hospital staff rolled in a wilson volleyball to keep tom hanks company in quarantine ,1,"['australian', 'hospital', 'staff', 'rolled', 'wilson', 'volleyball', 'keep', 'tom', 'hanks', 'company', 'quarantine']","['australian', 'hospit', 'staff', 'roll', 'wilson', 'volleybal', 'keep', 'tom', 'hank', 'compani', 'quarantin']",0.0,"{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0}",neutral
a former and controversial cia officer said coronavirus was made in a lab ,1,"['former', 'controversial', 'cia', 'officer', 'said', 'coronavirus', 'made', 'lab']","['former', 'controversi', 'cia', 'offic', 'said', 'coronaviru', 'made', 'lab']",0.0,"{'fear': 0.0, 'anger': 0.25, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.25, 'negative': 0.25, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
if you donate blood they have to test you for coronavirus ,1,"['donate', 'blood', 'test', 'coronavirus']","['donat', 'blood', 'test', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
in 2007 the simpsons predicted tom hanks would contract coronavirus in 2007 ,1,"['2007', 'simpsons', 'predicted', 'tom', 'hanks', 'would', 'contract', 'coronavirus', '2007']","['2007', 'simpson', 'predict', 'tom', 'hank', 'would', 'contract', 'coronaviru', '2007']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
says tom hanks has a volleyball to keep him company while he s quarantined ,1,"['says', 'tom', 'hanks', 'volleyball', 'keep', 'company', 'quarantined']","['say', 'tom', 'hank', 'volleybal', 'keep', 'compani', 'quarantin']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
covid 19 came to the united states in 2019 ,1,"['covid', '19', 'came', 'united', 'states', '2019']","['covid', '19', 'came', 'unit', 'state', '2019']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the health insurance industry has agreed to waive all co payments for coronavirus treatments ,1,"['health', 'insurance', 'industry', 'agreed', 'waive', 'co', 'payments', 'coronavirus', 'treatments']","['health', 'insur', 'industri', 'agre', 'waiv', 'co', 'payment', 'coronaviru', 'treatment']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",approval
coronavirus found in toilet paper ,1,"['coronavirus', 'found', 'toilet', 'paper']","['coronaviru', 'found', 'toilet', 'paper']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.2, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.2, 'sadness': 0.0, 'disgust': 0.2, 'joy': 0.2}",neutral
you can monitor yourself for covid 19 with a breath test ,1,"['monitor', 'covid', '19', 'breath', 'test']","['monitor', 'covid', '19', 'breath', 'test']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
